"Is.Non.Annual.","Days","Tuition","School.Type","Parent.Meeting.Flag","MDR.High.Grade","Income.Level","School.Sponsor","SPR.New.Existing","NumberOfMeetingswithParents","DifferenceTraveltoLastMeeting","SchoolGradeTypeHigh","FPP.to.School.enrollment","FPP.to.PAX","SchoolSizeIndicator","Retained.in.2012.","frp.active","cancellation","cancelled.PAX","fpp","trend"
0,3,864,"PUBLIC",1,8,"P",0,"EXISTING",1,228,"Middle",0.0802213,0.920634921,"M-L",1,0.396551724137931,0.260869565217391,0.0862068965517241,"large","0"
0,4,1798,"PUBLIC",1,8,"O",0,"EXISTING",2,255,"Middle",0.03564728,0.904761905,"L",1,0.631578947368421,0.541666666666667,0.526315789473684,"large","0"
0,5,660,"PUBLIC",1,8,"J",1,"EXISTING",1,234,"Middle",0.105,0.933333333,"M-L",1,0.369047619047619,0.548387096774194,0.345238095238095,"large","0"
1,1,499,"PUBLIC",0,8,"P",1,"EXISTING",0,264,"Elementary",0.014563107,0.882352941,"L",1,0.866666666666667,0.461538461538462,0.466666666666667,"critical","0"
0,4,1463,"PUBLIC",1,8,"I",0,"EXISTING",1,177,"Middle",0.014070352,0.875,"L",1,0.357142857142857,1,0.357142857142857,"critical","0"
0,1,398,"Catholic",1,8,"P",0,"EXISTING",1,226,"Elementary",0.14,0.924528302,"S-M",1,0.326530612244898,0.1875,0.122448979591837,"large","0"
0,1,392,"Catholic",1,8,"Q",0,"EXISTING",1,240,"Elementary",0.094444444,0.980769231,"S-M",1,0.588235294117647,0.1,0.117647058823529,"large","1"
0,1,398,"Catholic",1,8,"L",0,"NEW",1,248,"Elementary",0.151162791,0.962962963,"S",1,0.538461538461538,0.285714285714286,0.346153846153846,"safe","0"
1,3,1090,"PUBLIC",1,8,"M",0,"EXISTING",1,234,"Middle",0.2,0.928571429,"S-M",0,0.826923076923077,0.116279069767442,0.0769230769230769,"large","0"
0,5,1944,"Catholic",1,8,"C",0,"EXISTING",1,242,"Undefined",0.076347305,0.910714286,"M-L",1,0.666666666666667,0.117647058823529,0.176470588235294,"large","0"
0,6,1999,"CHD",1,8,"P",1,"EXISTING",1,241,"Middle",0.141439206,0.904761905,"S-M",1,0.543859649122807,0.225806451612903,0.087719298245614,"large","0"
0,6,2256,"CHD",1,8,"P",0,"EXISTING",1,228,"Middle",0.018181818,0.8,"S",1,0.5,0.5,0.75,"small","0"
0,6,2181,"CHD",1,8,"",0,"EXISTING",1,257,"Middle",0.00625,0.95,"",1,0.526315789473684,0,0,"critical","0"
1,6,2232,"CHD",1,8,"Q",1,"NEW",2,254,"Middle",0.058333333,0.875,"S",0,0.285714285714286,2,0.714285714285714,"small","0"
0,4,1599,"PUBLIC",1,8,"O",0,"EXISTING",1,230,"Middle",0.23,0.901960784,"S",1,0.826086956521739,0.157894736842105,0.108695652173913,"large","0"
0,4,1299,"PUBLIC",1,8,"O",0,"NEW",1,165,"Middle",0.007583965,0.875,"L",1,0.857142857142857,1.16666666666667,1.28571428571429,"small","0"
0,4,816,"PUBLIC",1,8,"J",0,"EXISTING",1,244,"Middle",0.246,0.884892086,"S-M",1,0.276422764227642,0.0882352941176471,0.0569105691056911,"large","0"
0,5,2244,"Private non-Christian",1,8,"Z",0,"EXISTING",1,269,"Middle",0.146666667,0.88,"S",1,0.409090909090909,0.333333333333333,0.272727272727273,"safe","0"
0,5,2094,"CHD",1,12,"K",0,"NEW",2,237,"Middle",0.036036036,0.888888889,"S",1,0.75,0.333333333333333,0.375,"small","0"
0,5,998,"Catholic",1,8,"O",0,"NEW",1,222,"Middle",0.065420561,0.913043478,"M-L",1,0.5,0.0476190476190476,0.0476190476190476,"large","0"
0,6,2049,"PUBLIC",1,12,"P",0,"EXISTING",1,229,"Middle",0.007777778,0.933333333,"L",1,0.714285714285714,0.2,0.321428571428571,"safe","0"
0,6,2348,"PUBLIC",1,8,"O",0,"EXISTING",1,234,"Middle",0.048262548,0.862068966,"L",1,0.8,0.175,0.14,"large","0"
0,5,2015,"PUBLIC",1,8,"O",0,"EXISTING",1,248,"Middle",0.113888889,0.911111111,"S-M",1,0.707317073170732,0,0,"large","0"
0,6,1894,"CHD",1,8,"P",1,"EXISTING",1,262,"Middle",0.118881119,0.944444444,"S",1,0.470588235294118,0,0.0294117647058824,"safe","0"
0,2,655,"PUBLIC",0,8,"",1,"EXISTING",0,188,"Elementary",0.053333333,0.933333333,"",1,0.357142857142857,0,0,"critical","0"
0,3,1269,"Catholic",1,8,"Q",0,"NEW",2,270,"Middle",0.117073171,0.96,"S",1,0.583333333333333,0.0714285714285714,0.0416666666666667,"safe","0"
0,4,1703,"PUBLIC",1,8,"D",0,"EXISTING",1,165,"Middle",0.00502008,0.833333333,"L",1,0.6,0.666666666666667,0.8,"small","0"
0,4,935,"PUBLIC",1,8,"O",1,"EXISTING",1,235,"Middle",0.179569892,0.917582418,"L",1,0.497005988023952,0.120481927710843,0.0898203592814371,"large","1"
0,4,1527,"Catholic",1,8,"P",0,"EXISTING",1,270,"Middle",0.07751938,0.909090909,"L",1,0.5,0.228571428571429,0.1,"large","0"
0,4,1385,"CHD",1,8,"Q",1,"EXISTING",1,243,"Middle",0.141538462,0.93877551,"M-L",1,0.467391304347826,0.0232558139534884,0.0326086956521739,"large","0"
0,4,961,"Private non-Christian",0,8,"M",0,"EXISTING",0,185,"Elementary",0.097457627,0.958333333,"S",1,0.565217391304348,0.153846153846154,0.173913043478261,"safe","0"
0,4,1589,"CHD",0,8,"G",0,"EXISTING",0,276,"Middle",0.185714286,0.928571429,"S",0,0.923076923076923,0,0,"critical","0"
0,4,1774,"CHD",1,12,"L",0,"NEW",1,192,"Undefined",0.017647059,0.818181818,"S-M",0,0.222222222222222,0.5,0.222222222222222,"small","0"
0,5,1699,"PUBLIC",1,8,"F",0,"EXISTING",1,237,"Undefined",0.094444444,0.894736842,"S-M",1,0.558823529411765,0.315789473684211,0.294117647058824,"safe","0"
1,5,1372,"CHD",1,8,"J",0,"EXISTING",1,263,"Middle",0.418604651,0.947368421,"S",0,0.444444444444444,0.5625,0.222222222222222,"large","0"
0,5,817,"PUBLIC",1,8,"I",0,"NEW",1,235,"Middle",0.140381282,0.91011236,"M-L",0,0.234567901234568,0.263157894736842,0.135802469135802,"large","0"
0,4,1647,"Catholic",1,7,"P",0,"EXISTING",1,250,"Middle",0.062755798,0.92,"M-L",1,0.695652173913043,0.09375,0.0652173913043478,"large","0"
0,4,1467,"PUBLIC",1,8,"L",0,"EXISTING",1,192,"Middle",0.019215372,0.96,"L",1,0.75,0.0555555555555556,0.0833333333333333,"safe","0"
0,5,1602,"Private non-Christian",1,12,"K",0,"EXISTING",1,255,"Middle",0.088188976,0.903225806,"M-L",1,0.553571428571429,0.032258064516129,0.0714285714285714,"large","0"
0,5,1998,"Private non-Christian",1,8,"Q",0,"EXISTING",1,249,"Middle",0.048571429,0.894736842,"S-M",1,0.823529411764706,0.142857142857143,0.117647058823529,"critical","1"
0,5,1583,"CHD",1,8,"O",0,"EXISTING",2,231,"Middle",0.107438017,0.906976744,"S-M",1,0.41025641025641,0,0,"large","0"
0,5,2099,"Private non-Christian",1,8,"O",0,"EXISTING",1,251,"Middle",0.064220183,0.875,"S",1,0.142857142857143,0,0,"small","0"
0,5,639,"PUBLIC",0,8,"Q",0,"NEW",0,259,"Middle",0.072839506,0.936507937,"M-L",1,0.677966101694915,0.1,0.0677966101694915,"large","0"
0,6,906,"CHD",1,8,"K",0,"EXISTING",2,243,"Middle",0.16,0.952380952,"S",0,0.35,0.857142857142857,0.35,"critical","0"
1,2,643,"Private non-Christian",1,8,"Q",1,"NEW",1,180,"Elementary",0.13304721,0.939393939,"S",0,0,NA,0.032258064516129,"safe","0"
0,4,717,"Private non-Christian",0,9,"P",0,"EXISTING",0,266,"Middle",0.106451613,0.970588235,"S",0,0,NA,0.0606060606060606,"safe","1"
0,4,1471,"PUBLIC",1,8,"L",0,"NEW",1,258,"Middle",0.005300353,0.857142857,"L",1,0.666666666666667,0.25,0.833333333333333,"small","0"
0,4,1265,"Catholic",1,8,"J",0,"EXISTING",1,259,"Middle",0.075862069,0.916666667,"S",1,0.545454545454545,0.333333333333333,0.181818181818182,"critical","0"
0,4,1299,"PUBLIC",1,8,"O",0,"NEW",1,289,"Middle",0.080263158,0.910447761,"M-L",1,0.524590163934426,0.0625,0.0327868852459016,"large","0"
0,3,1095,"PUBLIC",1,8,"I",1,"EXISTING",1,270,"Middle",0.081818182,0.9,"S",1,0,NA,0.148148148148148,"safe","0"
0,4,1645,"Catholic",1,8,"Q",0,"NEW",1,251,"Middle",0.084805654,0.923076923,"S",1,0.416666666666667,0.1,0.0833333333333333,"safe","0"
0,5,1999,"PUBLIC",0,8,"Q",0,"EXISTING",0,187,"Middle",0.033175355,0.954545455,"M-L",1,0.619047619047619,0.230769230769231,0.285714285714286,"safe","0"
0,3,614,"PUBLIC",1,8,"P",0,"EXISTING",2,250,"Middle",0.163141994,0.923076923,"M-L",1,0.546296296296296,0.220338983050847,0.148148148148148,"large","0"
0,5,713,"PUBLIC",1,12,"L",1,"EXISTING",1,245,"Middle",0.102857143,0.911392405,"M-L",0,0.319444444444444,0.173913043478261,0.0555555555555556,"large","0"
1,5,734,"PUBLIC",1,12,"G",0,"NEW",1,434,"High",0.069387755,0.894736842,"S",0,0.0588235294117647,0,0.176470588235294,"critical","0"
0,6,869,"PUBLIC",1,8,"J",0,"EXISTING",1,244,"Middle",0.158227848,0.912408759,"M-L",1,0,NA,0.072,"large","0"
0,10,3224,"Private non-Christian",1,8,"M",0,"EXISTING",2,245,"Middle",0.063694268,0.952380952,"S",1,0.7,0.0714285714285714,0,"critical","0"
0,2,592,"Private non-Christian",0,7,"Q",1,"EXISTING",0,212,"Elementary",0.124444444,0.933333333,"S",1,0.571428571428571,0,0,"safe","0"
0,2,525,"CHD",1,12,"J",0,"NEW",1,212,"Elementary",0.032142857,0.97826087,"L",0,0,Inf,0.0444444444444444,"large","0"
0,4,1388,"CHD",1,8,"L",1,"EXISTING",1,146,"Middle",0.061538462,0.888888889,"M-L",1,0.8,0,0,"large","0"
0,4,1738,"PUBLIC",1,8,"E",0,"NEW",2,185,"Middle",0.004444444,0.8,"L",0,0.5,1,0.75,"small","0"
0,3,1066,"Catholic",1,8,"N",1,"EXISTING",1,241,"Middle",0.06431853,0.893617021,"M-L",1,0.69047619047619,0.0344827586206897,0,"large","1"
0,3,849,"Private non-Christian",1,8,"M",0,"NEW",1,231,"Middle",0.065,0.928571429,"S",0,0.384615384615385,0,0.0769230769230769,"critical","0"
0,3,930,"PUBLIC",1,8,"O",0,"NEW",2,238,"Middle",0.169863014,0.911764706,"S-M",1,0.67741935483871,0.0714285714285714,0.0483870967741935,"large","0"
0,3,579,"Private non-Christian",1,8,"Q",1,"EXISTING",1,259,"Elementary",0.092592593,0.945945946,"S-M",1,0.6,0,0.0285714285714286,"safe","1"
0,3,613,"CHD",0,8,"O",1,"EXISTING",0,237,"Middle",0.091428571,0.96969697,"S-M",1,0,NA,0.03125,"safe","0"
0,3,557,"PUBLIC",0,8,"Q",0,"EXISTING",0,286,"Middle",0.353846154,0.92,"M-L",0,0,NA,0.0434782608695652,"large","0"
0,3,899,"PUBLIC",1,8,"I",0,"NEW",1,209,"Middle",0.180821918,0.916666667,"S-M",0,0.393939393939394,0.153846153846154,0.0909090909090909,"large","0"
0,3,1219,"PUBLIC",1,8,"L",1,"EXISTING",1,259,"Middle",0.149230769,0.932692308,"M-L",0,0.690721649484536,0.0895522388059701,0.123711340206186,"large","0"
0,4,1717,"PUBLIC",1,12,"L",0,"NEW",1,258,"High",0.00648415,0.9,"L",0,0.333333333333333,0.333333333333333,0.444444444444444,"small","0"
0,3,989,"PUBLIC",0,8,"O",0,"NEW",0,180,"Middle",0.15,0.945205479,"S-M",1,0.681159420289855,0.0425531914893617,0.0579710144927536,"large","0"
0,4,1637,"PUBLIC",1,8,"P",0,"EXISTING",1,173,"Middle",0.032906764,0.9,"S-M",1,0.722222222222222,0.230769230769231,0.166666666666667,"critical","0"
0,4,721,"PUBLIC",0,8,"N",0,"EXISTING",0,186,"Middle",0.087058824,0.936708861,"L",1,0.5,0.0810810810810811,0.0540540540540541,"large","1"
0,4,787,"PUBLIC",1,8,"N",0,"EXISTING",1,245,"Undefined",0.114631873,0.911111111,"L",1,0.544715447154472,0.0746268656716418,0.032520325203252,"large","0"
0,4,785,"PUBLIC",1,8,"I",0,"EXISTING",1,246,"Middle",0.18852459,0.896103896,"S-M",1,0.550724637681159,0.0789473684210526,0.0434782608695652,"large","0"
1,4,515,"PUBLIC",1,12,"J",0,"EXISTING",1,250,"Middle",0.388461538,0.918181818,"S",0,0.326732673267327,0.151515151515152,0.099009900990099,"large","0"
0,3,488,"CHD",1,12,"C",0,"NEW",2,260,"Middle",0.19,0.974358974,"S",0,0.605263157894737,0.0869565217391304,0.0526315789473684,"large","0"
0,5,814,"PUBLIC",1,8,"B",0,"EXISTING",1,239,"Middle",0.044,0.88,"S-M",1,0,NA,0.136363636363636,"safe","0"
0,5,1349,"PUBLIC",1,5,"F",0,"NEW",1,246,"Middle",0.114114114,0.904761905,"S",1,0.473684210526316,0.666666666666667,0.342105263157895,"large","0"
0,3,453,"PUBLIC",1,8,"H",0,"NEW",1,190,"Middle",0.099537037,0.924731183,"L",0,0.63953488372093,0.181818181818182,0.116279069767442,"large","0"
0,6,889,"Catholic",1,5,"O",0,"EXISTING",1,247,"Middle",0.172839506,0.933333333,"S",1,0.333333333333333,0.142857142857143,0,"large","0"
0,6,1979,"CHD",1,12,"K",1,"EXISTING",1,240,"Middle",0.077694236,0.911764706,"M-L",1,0.806451612903226,0.24,0.290322580645161,"large","0"
0,4,1624,"PUBLIC",1,8,"I",0,"EXISTING",2,193,"Middle",0.010268562,0.866666667,"L",1,0.692307692307692,0.555555555555556,0.538461538461538,"critical","1"
0,10,2990,"Private non-Christian",1,8,"F",0,"EXISTING",2,247,"Middle",0.125217391,0.935064935,"S-M",1,0.694444444444444,0.06,0.0138888888888889,"large","0"
0,1,358,"PUBLIC",0,6,"O",1,"EXISTING",0,251,"Elementary",0.152238806,0.971428571,"M-L",1,0.431372549019608,0.113636363636364,0.0882352941176471,"large","0"
0,2,630,"CHD",1,6,"G",0,"NEW",1,234,"Elementary",0.128571429,0.9,"S",1,0.666666666666667,0,0.222222222222222,"small","0"
0,2,593,"PUBLIC",1,8,"K",1,"EXISTING",2,127,"Elementary",0.029239766,0.961538462,"L",1,0.16,0,0.04,"safe","0"
0,2,609,"CHD",1,8,"P",1,"EXISTING",1,211,"Elementary",0.076470588,0.928571429,"S",1,0.461538461538462,0.333333333333333,0.307692307692308,"critical","0"
0,2,298,"PUBLIC",1,8,"Q",0,"NEW",1,170,"Middle",0.221715328,0.927480916,"L",1,0,NA,0.0576131687242798,"large","0"
0,3,929,"CHD",0,8,"Q",1,"EXISTING",0,223,"High",0.098461538,0.941176471,"S",1,0.625,0.05,0.03125,"safe","0"
0,4,779,"PUBLIC",1,8,"",0,"EXISTING",1,247,"Middle",0.048067861,0.927272727,"",1,0.431372549019608,0.0454545454545455,0.0196078431372549,"large","1"
1,4,1643,"PUBLIC",1,8,"D",0,"EXISTING",2,262,"Middle",0.108571429,0.904761905,"S-M",0,0.0526315789473684,0.5,0.578947368421053,"large","0"
0,4,1539,"PUBLIC",1,8,"F",0,"NEW",1,247,"Middle",0.169811321,0.818181818,"S",0,0.555555555555556,0.3,0.222222222222222,"critical","0"
1,4,1435,"CHD",1,12,"A",0,"EXISTING",1,177,"Middle",0.068148148,0.93877551,"M-L",0,0.804347826086957,0.189189189189189,0.195652173913043,"large","1"
0,5,573,"PUBLIC",1,8,"L",0,"EXISTING",1,226,"Middle",0.202857143,0.940397351,"M-L",0,0.23943661971831,0.0882352941176471,0.0422535211267606,"large","0"
0,5,1821,"PUBLIC",1,8,"B",0,"EXISTING",2,261,"Middle",0.017931034,0.866666667,"M-L",1,0.615384615384615,0,0.0769230769230769,"critical","0"
0,6,1960,"CHD",1,8,"O",1,"EXISTING",1,241,"Middle",0.133086876,0.935064935,"S-M",1,0.583333333333333,0.0714285714285714,0.0833333333333333,"large","0"
0,8,2453,"CHD",1,8,"O",0,"EXISTING",1,251,"Middle",0.151162791,0.942028986,"S-M",1,0.476923076923077,0.0967741935483871,0.0461538461538462,"large","0"
0,1,163,"PUBLIC",1,6,"Q",1,"EXISTING",1,268,"Elementary",0.230409357,0.975247525,"L",1,0.477157360406091,0.0531914893617021,0.0406091370558376,"large","0"
0,3,1335,"Private non-Christian",1,12,"I",0,"EXISTING",2,267,"Middle",0.088669951,0.935064935,"L",1,0.763888888888889,0.0363636363636364,0.0555555555555556,"large","1"
1,4,1449,"PUBLIC",1,8,"J",0,"EXISTING",2,254,"Middle",0.051689861,0.896551724,"S-M",0,0.769230769230769,0.15,0.153846153846154,"safe","0"
0,3,672,"PUBLIC",1,8,"F",0,"NEW",2,165,"Middle",0.042274052,0.90625,"M-L",0,0,NA,0.0344827586206897,"safe","0"
0,4,1705,"PUBLIC",1,8,"N",0,"EXISTING",1,254,"Middle",0.021419009,0.914285714,"L",1,0.71875,0.260869565217391,0.1875,"safe","0"
0,5,2089,"PUBLIC",1,8,"P",0,"EXISTING",1,261,"Middle",0.055,0.916666667,"M-L",1,0.659090909090909,0.344827586206897,0.227272727272727,"large","0"
0,4,1650,"PUBLIC",1,8,"H",0,"EXISTING",2,184,"Middle",0.025027203,0.92,"L",1,0.565217391304348,0.153846153846154,0.173913043478261,"safe","0"
0,1,383,"PUBLIC",1,5,"M",0,"EXISTING",1,242,"Elementary",0.02670227,0.952380952,"M-L",1,0.3,0,0,"critical","0"
0,1,399,"PUBLIC",1,5,"Q",1,"EXISTING",1,233,"Elementary",0.056900726,0.959183673,"L",1,0.468085106382979,0.0909090909090909,0.0851063829787234,"large","0"
0,1,383,"PUBLIC",1,5,"P",0,"NEW",1,214,"Elementary",0.044444444,0.952380952,"S-M",0,0.6,0.166666666666667,0.2,"critical","0"
1,2,599,"PUBLIC",1,5,"Q",0,"EXISTING",2,234,"Elementary",0.04432133,0.96969697,"M-L",0,0.65625,0,0.03125,"safe","0"
0,2,583,"PUBLIC",1,6,"O",0,"NEW",1,248,"Elementary",0.017980636,0.928571429,"M-L",0,0.384615384615385,0.8,0.615384615384615,"critical","0"
0,2,578,"PUBLIC",1,5,"N",0,"EXISTING",2,228,"Elementary",0.03625,0.935483871,"M-L",1,0.689655172413793,0.05,0.103448275862069,"safe","0"
0,3,1318,"PUBLIC",1,8,"N",0,"EXISTING",2,240,"Middle",0.030185005,0.911764706,"L",1,0.806451612903226,0.12,0.0967741935483871,"safe","0"
0,3,1274,"PUBLIC",1,8,"N",0,"EXISTING",1,227,"Middle",0.037780401,0.864864865,"L",1,0.65625,0.0476190476190476,0.15625,"safe","0"
0,4,1599,"Catholic",1,8,"P",0,"EXISTING",1,250,"Middle",0.077777778,0.875,"S-M",1,0.571428571428571,0.05,0.0571428571428571,"safe","0"
0,5,1597,"CHD",0,12,"",0,"NEW",0,199,"Undefined",0.145833333,0.923076923,"",1,0.541666666666667,0,0.0416666666666667,"safe","1"
0,4,1560,"PUBLIC",1,8,"Q",0,"EXISTING",2,170,"Middle",0.013333333,0.923076923,"L",1,0.833333333333333,0.1,0.0833333333333333,"critical","0"
0,7,2687,"CHD",1,8,"K",0,"EXISTING",1,268,"Middle",0.103846154,0.931034483,"S",1,0.481481481481481,0.0769230769230769,0.037037037037037,"safe","0"
0,7,2744,"Private non-Christian",1,6,"Q",0,"EXISTING",1,235,"Elementary",0.15,0.913043478,"S",1,0.69047619047619,0,0.0238095238095238,"large","1"
0,7,2149,"CHD",1,12,"P",1,"EXISTING",1,213,"Middle",0.1,0.923076923,"L",1,0.558333333333333,0.0298507462686567,0.025,"large","1"
0,6,2175,"PUBLIC",0,8,"K",0,"NEW",0,204,"Undefined",0.054545455,0.9,"S-M",1,0.555555555555556,0.8,0.814814814814815,"safe","0"
0,4,1449,"Private non-Christian",0,12,"D",0,"NEW",0,237,"Middle",0.068421053,0.928571429,"S-M",1,0.512820512820513,0,0,"large","0"
0,4,1851,"PUBLIC",1,8,"L",0,"EXISTING",1,270,"Middle",0.00491573,0.875,"L",1,0.714285714285714,0.4,0.714285714285714,"small","0"
0,4,1508,"PUBLIC",1,8,"",0,"EXISTING",2,235,"Middle",0.104046243,0.884615385,"",1,0.594202898550725,0.170731707317073,0.130434782608696,"large","0"
0,4,658,"CHD",0,8,"D",0,"NEW",0,233,"Middle",0.192307692,0.769230769,"S",0,0.6,0,0.1,"small","0"
0,5,1672,"PUBLIC",1,8,"I",0,"EXISTING",2,262,"Middle",0.037082818,0.909090909,"M-L",1,0.733333333333333,0.181818181818182,0.2,"safe","1"
0,6,2101,"PUBLIC",1,12,"I",0,"EXISTING",1,269,"High",0.08,0.857142857,"S",1,0,NA,0.5,"critical","0"
0,4,1677,"PUBLIC",1,8,"N",0,"NEW",1,207,"Middle",0.014857143,0.928571429,"L",1,0.538461538461538,0.857142857142857,0.461538461538462,"critical","0"
0,6,2027,"PUBLIC",0,6,"Q",1,"EXISTING",0,278,"Elementary",0.224390244,0.93877551,"S-M",1,0.728260869565217,0.0895522388059701,0.108695652173913,"large","0"
0,7,2184,"PUBLIC",1,8,"G",0,"EXISTING",1,236,"Undefined",0.026525199,0.869565217,"M-L",1,0,NA,0.85,"critical","0"
0,1,119,"CHD",1,8,"",0,"NEW",1,174,"Undefined",0.366666667,0.893617021,"",0,0.119047619047619,0.2,0.0714285714285714,"large","0"
0,3,1142,"Catholic",1,8,"I",0,"EXISTING",2,250,"Middle",0.058823529,0.916666667,"S-M",1,0.318181818181818,0.285714285714286,0.0454545454545455,"safe","0"
1,4,1508,"PUBLIC",1,12,"J",0,"EXISTING",1,265,"High",0.062222222,0.933333333,"S-M",0,0.785714285714286,0.272727272727273,0.285714285714286,"safe","0"
0,4,1524,"PUBLIC",1,8,"G",0,"EXISTING",1,257,"Middle",0.047281324,0.909090909,"S-M",1,0.75,0.133333333333333,0.15,"critical","0"
1,4,1499,"PUBLIC",1,8,"L",0,"NEW",1,249,"Middle",0.021164021,0.909090909,"L",0,0.75,0.0666666666666667,0.1,"critical","0"
0,4,1757,"PUBLIC",1,9,"D",0,"EXISTING",1,222,"Middle",0.014545455,0.888888889,"S-M",1,1,0.75,1,"small","0"
0,5,2032,"PUBLIC",1,6,"P",1,"EXISTING",2,243,"Middle",0.005385996,0.75,"S-M",1,0.666666666666667,1,1,"small","0"
0,4,1720,"CHD",1,12,"M",0,"EXISTING",1,234,"Middle",0.064327485,0.942857143,"L",1,0.833333333333333,0.0727272727272727,0.0454545454545455,"large","0"
0,4,1733,"PUBLIC",1,8,"O",0,"EXISTING",1,165,"Middle",0.018808777,0.75,"M-L",1,0.75,0.111111111111111,0.0833333333333333,"critical","0"
0,5,2054,"Private non-Christian",1,8,"O",0,"EXISTING",1,242,"Middle",0.11372549,0.878787879,"S",1,0.344827586206897,0,0,"safe","1"
0,5,1749,"PUBLIC",1,8,"M",0,"NEW",2,242,"High",0.008281573,0.8,"L",1,1,0.25,0.75,"small","0"
0,5,1782,"Catholic",1,8,"C",1,"EXISTING",2,250,"Undefined",0.043564356,0.956521739,"S-M",1,0.590909090909091,0.153846153846154,0.136363636363636,"safe","0"
0,5,2302,"Private non-Christian",0,8,"O",0,"EXISTING",0,262,"Middle",0.041666667,0.833333333,"S",0,0.8,0,0,"small","0"
0,5,1913,"Private non-Christian",1,8,"I",0,"NEW",1,252,"High",0.225225225,0.892857143,"S",0,0.64,0.0625,0.08,"safe","0"
0,4,800,"PUBLIC",1,6,"",0,"EXISTING",2,216,"Undefined",0.08,0.933333333,"",1,0.357142857142857,0.4,0.357142857142857,"safe","0"
0,5,1600,"PUBLIC",1,8,"",0,"EXISTING",2,251,"High",0.045045045,0.826086957,"",1,0.526315789473684,0.5,0.315789473684211,"critical","0"
0,5,1948,"PUBLIC",1,8,"P",0,"NEW",1,243,"Undefined",0.006530612,0.8,"L",1,0.5,0.5,0.625,"small","0"
0,5,1887,"PUBLIC",1,6,"K",0,"NEW",1,242,"Undefined",0.045289855,0.862068966,"S-M",1,0,NA,0.36,"safe","0"
0,5,2080,"PUBLIC",1,6,"D",0,"EXISTING",1,237,"Middle",0.051428571,0.857142857,"S-M",1,0.722222222222222,0.384615384615385,0.333333333333333,"critical","0"
0,5,1853,"PUBLIC",1,8,"P",0,"EXISTING",1,179,"Middle",0.012898331,0.894736842,"L",1,0.647058823529412,0.272727272727273,0.176470588235294,"critical","0"
0,5,2095,"Private non-Christian",1,8,"Q",0,"EXISTING",1,266,"Middle",0.076666667,0.907894737,"L",1,0.565217391304348,0.128205128205128,0.0869565217391304,"large","0"
0,4,943,"PUBLIC",1,8,"P",0,"NEW",1,116,"Middle",0.043117745,0.838709677,"M-L",1,0.346153846153846,1,0.346153846153846,"safe","0"
1,3,1326,"PUBLIC",1,12,"F",0,"EXISTING",1,266,"Middle",0.046153846,0.9375,"S",0,0.6,0.111111111111111,0.133333333333333,"critical","0"
0,3,793,"CHD",0,8,"P",1,"EXISTING",0,272,"Elementary",0.16,0.941176471,"S",1,0.1875,1,0.1875,"critical","0"
0,3,566,"PUBLIC",1,5,"Q",1,"EXISTING",1,221,"Elementary",0.215909091,0.93442623,"S",1,0.631578947368421,0.111111111111111,0.105263157894737,"large","0"
0,3,1204,"PUBLIC",1,8,"J",0,"NEW",1,189,"Middle",0.040632054,0.947368421,"L",1,0.555555555555556,0.2,0.305555555555556,"large","1"
0,4,699,"PUBLIC",1,8,"Q",0,"EXISTING",2,253,"Undefined",0.278154681,0.931818182,"M-L",1,0,NA,0.0292682926829268,"large","0"
0,3,575,"PUBLIC",1,8,"F",0,"EXISTING",1,280,"Middle",0.257142857,0.941860465,"S",1,0.395061728395062,0.03125,0.0617283950617284,"large","0"
0,4,1609,"PUBLIC",1,8,"J",0,"EXISTING",1,271,"Middle",0.195454545,0.934782609,"S",1,0.627906976744186,0.111111111111111,0.0930232558139535,"large","0"
0,4,732,"PUBLIC",1,8,"P",0,"EXISTING",2,250,"Middle",0.306358382,0.908571429,"S-M",1,0.452830188679245,0.0833333333333333,0.0566037735849057,"large","0"
1,5,1859,"PUBLIC",1,8,"J",0,"NEW",1,205,"Middle",0.045760431,0.944444444,"M-L",0,0.647058823529412,0.454545454545455,0.352941176470588,"safe","0"
0,4,1589,"PUBLIC",1,8,"I",0,"NEW",1,222,"High",0.141935484,0.916666667,"S",0,0.772727272727273,0,0.0454545454545455,"safe","0"
1,4,785,"PUBLIC",1,7,"F",0,"NEW",2,245,"Undefined",0.085972851,0.844444444,"S-M",0,0.394736842105263,0.266666666666667,0.131578947368421,"large","0"
